publication_view.idpublication;publication_view.publication_year;publication_view.source_title;
4162;2019;Quaternaire;
4163;2012;E&G Quaternary Science Journal;
4164;1987;Cypsela;
4165;1987;Cypsela;
4166;2008;Goodwin Series;
4167;1987;Cypsela;
4168;1987;Cypsela;
4169;2010;Journal of Human Evolution;
4170;1986;Acta Anthropologica Sinica;
4171;1985;Acta Anthropologica Sinica;
4172;1972;La grotte de l'Hortus (Valflaunès, Hérault). Les chasseurs néandertaliens et leur milieu de vie. Elaboration d'une chronologie du Würmien II dans le Midi méditerranéen;
4173;2019;Quaternary Science Reviews;
4174;1967;Le Paléolithique de l'Ardèche dans son cadre paléoclimatique;
4175;2019;Archaeological and Anthropological Sciences;
4176;2013;Journal of Archaeological Science;
4177;1957;Bulletin de la Société d'Etude des Sciences Naturelles de Vaucluse;
4178;1972;La grotte de l'Hortus (Valflaunès, Hérault). Les chasseurs néandertaliens et leur milieu de vie. Elaboration d'une chronologie du Würmien II dans le Midi méditerranéen;
4179;2015;Terra Amata, Nice, Alpes-Maritimes, France, Tome IV, Fasicule 1. Les industries acheuléenes;
4180;2016;Terra Amata, Nice, Alpes-Maritimes, France, Tome V. Comportement et mode de vie des chasseurs acheuléens de Terra Amata;
4181;2016;Terra Amata, Nice, Alpes-Maritimes, France, Tome V. Comportement et mode de vie des chasseurs acheuléens de Terra Amata;
4182;2009;Terra Amata, Nice, Alpes-Maritimes, France, Tome I. Cadre géographique, Historique, Contexte géologique, Stratigraphie, Sédimentologie, Datation;
4183;2009;Terra Amata, Nice, Alpes-Maritimes, France, Tome I. Cadre géographique, Historique, Contexte géologique, Stratigraphie, Sédimentologie, Datation;
4184;2016;Terra Amata, Nice, Alpes-Maritimes, France, Tome V. Comportement et mode de vie des chasseurs acheuléens de Terra Amata;
4185;2009;Terra Amata, Nice, Alpes-Maritimes, France, Tome I. Cadre géographique, Historique, Contexte géologique, Stratigraphie, Sédimentologie, Datation;
4186;2016;Terra Amata, Nice, Alpes-Maritimes, France, Tome V. Comportement et mode de vie des chasseurs acheuléens de Terra Amata;
4187;2016;Terra Amata, Nice, Alpes-Maritimes, France, Tome V. Comportement et mode de vie des chasseurs acheuléens de Terra Amata;
4188;1972;La grotte de l'Hortus (Valflaunès, Hérault). Les chasseurs néandertaliens et leur milieu de vie. Elaboration d'une chronologie du Würmien II dans le Midi méditerranéen;
4189;2009;Terra Amata, Nice, Alpes-Maritimes, France, Tome I. Cadre géographique, Historique, Contexte géologique, Stratigraphie, Sédimentologie, Datation;
4190;2009;Terra Amata, Nice, Alpes-Maritimes, France, Tome I. Cadre géographique, Historique, Contexte géologique, Stratigraphie, Sédimentologie, Datation;
4191;1960;Gallia Préhistoire;
4192;1994;Le Paléolithique moyen dans le nord du Sénonais (Yonne);
4193;2020;Scientific Reports;
4194;2013;Journal of Archaeological Science;
4195;2015;Journal of Archaeological Science;
4196;2009;Terra Amata, Nice, Alpes-Maritimes, France, Tome I. Cadre géographique, Historique, Contexte géologique, Stratigraphie, Sédimentologie, Datation;
4197;2009;Comportements et identité techniques au Paléolithique moyen dans le Bassin parisien: une question d’échelle d’analyse?;
4198;2012;Settlement Dynamics of the Middle Palaeolithic and Middle Stone Age, Vol. III;
4199;2020;Quaternary Science Reviews;
4200;2008;PaleoAnthropology;
4201;2013;Journal of Archaeological Science;
4202;1996;Gallia Préhistoire;
4203;2021;Archaeological and Anthropological Sciences;
4206;1994;Bulletin de la Société Préhistorique Française;
4207;2000;Bulletin de la Société Préhistorique Française;
4208;2013;Journal of Archaeological Science;
4209;2013;Journal of Archaeological Science;
4210;2015;Quaternary Geochronology;
4211;2017;Journal of Archaeological Science;
4212;2019;PLOS ONE;
4213;2013;Journal of Archaeological Science;
4214;2020;Open Quaternary;
4215;1973;Germania;
4216;2017;The South African Archaeological Bulletin;
4217;2020;Archaeological and Anthropological Sciences;
4218;2008;Quaternary Science Reviews;
4219;2016;Terra Amata, Nice, Alpes-Maritimes, France, Tome V. Comportement et mode de vie des chasseurs acheuléens de Terra Amata;
4220;2001;L'Anthropologie;
4221;1979;Archäologisches Korrespondenzblatt;
4222;1983;Jäger und Sammler der Frühzeit: Alt- und Mittelsteinzeit in Nordhessen;
4223;1966;Geological Quarterly;
4224;1989;Acta Palaeobotanica;
4225;2016;The South African Archaeological Bulletin;
4226;2015;Journal of African Archaeology;
4227;1977;Proceedings of the Prehistoric Society;
4228;2012;The Stone Artefacts of Putslaagte 8: Exploring Variation in Stone Artefact Assemblages of the Western Cape;
4229;1992;Quaternary Science Reviews;
4230;2020;Journal of Paleolithic Archaeology;
4231;2021;Nature;
4232;2020;Quaternary Research;
4233;2017;The South African Archaeological Bulletin;
4234;1999;Dorothy Garrod and the Progress of the Palaeolithic: Studies in the Prehistoric Archaeology of the Near East and Europe;
4235;1968;The paleolithic of southern Kurdistan: excavations in the caves of Zarzi and Hazar Merd;
4236;1966;Geological Quarterly;
4237;2011;Geosciences Journal;
4238;1993;Acta Palaeobotanica;
4239;2015;L'Anthropologie;
4240;2000;The early prehistory of Mesopotamia: 500,000 to 4,500 BC;
4241;1993;Quaternaire;
4242;1978;Acta Palaeobotanica;
4243;2017;Kaogu [Archaeology];
4244;1993;Nature;
4245;2003;Journal of Archaeological Science;
4246;2008;Quaternary Research;
4247;1978;Quaternary Research;
4248;2019;Quaternary Science Reviews;
4249;1999;Journal of Human Evolution;
4250;2004;Archaeology in the Northern Cape: Some Key Sites;
4251;1999;Journal of Human Evolution;
4252;2011;Continuity and Discontinuity in the Peopling of Europe: One Hundred Fifty Years of Neanderthal Study;
4253;2008;Journal of Human Evolution;
4254;2011;Continuity and Discontinuity in the Peopling of Europe: One Hundred Fifty Years of Neanderthal Study;
4256;2021;The South African Archaeological Bulletin;
4257;2009;Antiquity;
4259;1999;Journal of Human Evolution;
4260;2012;Journal of Human Evolution;
4261;2009;Current Anthropology;
4262;1986;Bulletin de l'Association Française pour l'Etude du Quaternaire;
4263;1978;Review of Palaeobotany and Palynology;
4264;2016;Paleo;
4265;2019;Préhistoire de l’Europe du Nord-Ouest: mobilités, climats et identités culturelles. Actes du XXVIIIe congrès préhistorique de France-Amiens, 30 mai-4 juin 2016. Vol. 2. Paléolithique supérieur ancien, Paléolithique final-Mésolithique;
4266;2008;Nature;
4267;2012;Antiquity;
4268;2021;Palaeogeography, Palaeoclimatology, Palaeoecology;
4269;1990;Bulletin de la Société Préhistorique Française;
4270;2005;Productions lamellaires attribuées à l’Aurignacien: Chaînes opératoires et perspectives technoculturelles. XIVe congrès de l‘UISPP, Liège 2-8 septembre 2001, Section 6 - Le Paléolithique Supérieur, Colloque C6.7;
4271;2014;Atlas Archéologique de Touraine;
4272;2015;Les Plaines du Nord-Ouest. Carrefour de l'Europe au Paléolithique moyen. Actes de la table ronde d'Amiens, 28-29 mars 2008;
4273;2014;Quaternary International;
4274;2014;Quaternary International;
4275;2000;Bulletin de la Société Préhistorique Française;
4276;2001;Bulletin de la Société Préhistorique Française;
4277;2004;Bulletin de la Société Préhistorique Française;
4278;2010;Zona Arqueológica;
4279;2013;La station aurignacienne de Brignol à Villeneuve-sur-Lot (47). Aquitaine, Lot-et-Garonne (47) - Opération d’archéologie préventive du 07 novembre au 23 décembre 2011. Rapport Final d’Opération;
4280;2009;Journal of Anthropological Research;
4281;2011;Arctic Anthropology;
4282;1989;Acta Anthropologica Sinica;
4283;2017;The South African Archaeological Bulletin;
4284;2012;Quaternary International;
4285;2011;Journal of Archaeological Science;
4286;1975;Fundberichte aus Hessen;
4287;2015;Acta Anthropologica Sinica;
4288;1978;Vertebrata PalAsiatica;
4289;1982;Vertebrata PalAsiatica;
4291;1998;Archaeometry;
4292;1996;Die Quarzitschlagplätze bei Lenderscheid, Gemeinde Frielendorf, Schwalm-Eder Kreis: Rohstoffzentrum eines Siedlungsraumes vom Paläolithikum bis zum Neolithikum;
4293;2020;Nachrichten aus Niedersachsens Urgeschichte;
4294;2021;Nature Ecology & Evolution;
4295;1967;Fundberichte aus Hessen;
4296;2021;Archaeological and Anthropological Sciences;
4297;2005;South African Journal of Science;
4298;1992;Carsologica Sinica;
4299;1990;Das Lahntalpaläolithikum;
4300;2006;A Study of the Stone Artifacts from the Paleolithic Jinsitai Cave Site;
4302;2013;Archäologisches Korrespondenzblatt;
4303;1993;Acta Anthropologica Sinica;
4304;1991;Acta Anthropologica Sinica;
4305;1997;Journal of Human Evolution;
4306;2014;Multidisciplinary Studies of the Middle Paleolithic Record from Neumark-Nord (Germany), Volume I;
4307;2021;The Anatomical Record;
4308;2008;Palaeogeography, Palaeoclimatology, Palaeoecology;
4309;2010;Neumark-Nord - ein interglaziales Ökosystem des mittelpaläolithischen Menschen;
4310;2010;Neumark-Nord - ein interglaziales Ökosystem des mittelpaläolithischen Menschen;
4311;2010;Neumark-Nord - ein interglaziales Ökosystem des mittelpaläolithischen Menschen;
4312;2010;Neumark-Nord - ein interglaziales Ökosystem des mittelpaläolithischen Menschen;
4313;2008;Berichte zur Polar- und Meeresforschung;
4314;2001;XIII Simposio de la Asociación de Palinólogos en Lengua Española (A.P.L.E.). Libro de textos completos;
4316;2021;Quaternary Science Reviews;
4317;2019;Global and Planetary Change;
4318;2010;Neumark-Nord - ein interglaziales Ökosystem des mittelpaläolithischen Menschen;
4319;2017;Mauritiana (Altenburg);
4320;2014;Multidisciplinary Studies of the Middle Paleolithic Record from Neumark-Nord (Germany), Volume I;
4321;1957;Kaogu [Archaeology];
4322;1992;Palaeontographica. Beiträge zur Naturgeschichte der Vorzeit;
4323;2009;Quaternary Science Reviews;
4324;1986;Acta Anthropologica Sinica;
4325;2010;Elefantenreich: eine Fossilwelt in Europa;
4326;2010;Elefantenreich: eine Fossilwelt in Europa;
4327;2013;Climate of the Past;
4328;2015;Palaeogeography, Palaeoclimatology, Palaeoecology;
4329;2016;Climate of the Past;
4330;2014;Multidisciplinary Studies of the Middle Paleolithic Record from Neumark-Nord (Germany), Volume I;
4331;1999;Journal of Human Evolution;
4332;2010;Elefantenreich: eine Fossilwelt in Europa;
4333;2011;Acta Anthropologica Sinica;
4334;1994;Philosophical Transactions of the Royal Society B: Biological Sciences;
4335;2016;Quaternary Science Reviews;
4336;2006;Yunxian Man: A Report on the Excavation of the Huanglong Cave Site;
4337;2007;Acta Anthropologica Sinica;
4339;1989;Quaternary International;
4340;1982;Acta Anthropologica Sinica;
4341;1999;Journal of Archaeological Science;
4342;2000;Current Research in the Pleistocene;
4343;1978;Nachrichten aus Niedersachsens Urgeschichte;
4344;1998;Statisticheskii analiz pozdnepaleoliticheskikh kompleksov Severnoi Azii;
4345;1989;Archäologisches Korrespondenzblatt;
4346;2001;Die mittelpaläolithische Freilandstation von Salzgitter-Lebenstedt: Genese der Fundstelle und Systematik der Steinbearbeitung;
4347;2009;Quartär;
4348;1987;Byulleten Komissii po Izucbeniu Chetvertichnogo Perioda;
4349;1986;Nachrichten aus Niedersachsens Urgeschichte;
4350;2009;Archaeology, Ethnology and Anthropology of Eurasia;
4351;1999;Archäologisches Korrespondenzblatt;
4352;2006;Resnikov prekop. The oldest pile-dwelling settlement in the Ljubljansko barje;
4353;2016;Izvestiya Irkutskogo universiteta;
4354;1991;Journal of Human Evolution;
4355;1997;Journal of Human Evolution;
4356;1997;American Journal of Physical Anthropology;
4357;1997;Journal of Human Evolution;
4358;2008;Quaternary Research;
4359;2005;Acta Palaeontologica Sinica;
4360;2014;Vegetation History and Archaeobotany;
4361;2000;Asian Perspectives;
4362;2009;Proceedings of the National Academy of Sciences of the United States of America;
4363;1989;Nature;
4364;1992;Climate Dynamics;
4365;2015;Neanderthals in the Landscape: The Impact of Terrain and Environmental Variability on Raw Material Economy in the Late Middle Palaeolithic of Northeast Italy;
4366;2014;Quaternary Science Reviews;
4367;2020;Journal of Human Evolution;
4368;2010;Chinese Science Bulletin;
4369;1982;Acta Anthropologica Sinica;
4370;2012;Journal of Human Evolution;
4371;2002;Acta Anthropologica Sinica;
4372;2017;Quaternary International;
4373;1997;Journal of Human Evolution;
4374;2004;The Anatomical Record;
4375;1991;Acta Anthropologica Sinica;
4376;2014;Stratum plus;
4377;1975;Vertebrata PalAsiatica;
4378;1998;Proceedings of the 1st International Congress on the Science and Technology for the Safeguard of Cultural Heritage in the Mediterranean Basin. Nov. 27-Dec. 2, 1995, Catania and Siracusa, Italy;
4379;2012;Biryuchiya Balka-2: Mnogosloinyi paleoliticheskii pamyatnik v basseine Nizhnego Dona [Biryuchiya Balka-2: Multilayered Palaeolithic site in the Lower Don basin];
4380;2009;Archaeology, Ethnology and Anthropology of Eurasia;
4381;2015;Trabajos de Prehistoria;
4382;2019;Journal of Paleolithic Archaeology;
4383;2011;Rossiiskii arkheologicheskii ezhegodnik;
4384;2020;Journal of Paleolithic Archaeology;
4385;1978;Jahresschrift für Mitteldeutsche Vorgeschichte;
4386;1986;Jahresschrift für Mitteldeutsche Vorgeschichte;
4387;1995;The earliest occupation of Europe: proceedings of the European Science Foundation workshop at Tautavel (France), 1993;
4388;2017;Bilzingsleben VII. Homo erectus - seine Kultur und seine Umwelt. Befund und Silexartefakte der mittelpleistozänen Fundstelle;
4389;1994;Naturwissenschaften - The Science of Nature;
4390;2018;Quaternary Science Reviews;
4391;2021;Quaternary Science Reviews;
4392;1889;Bulletin de la Société d'Anthropologie de Lyon;
4393;2020;Acta Anthropologica Sinica;
4394;1978;Journal of Human Evolution;
4395;1987;Jahresschrift für Mitteldeutsche Vorgeschichte;
4396;2000;Naturwissenschaften - The Science of Nature;
4397;2008;Quaternary Sciences;
4398;2009;Acta Anthropologica Sinica;
4399;2011;Quartär;
4400;2018;Boletim do Centro Português de Geo-História e Pré-História;
4401;1982;Geologiya i kul'tura drevnikh poselenii yugo-zapadnogo Zabaikal'ya [Geology and culture of the ancient settlements in south-eastern Trans-Baikal];
4402;2021;Bulletin de la Société Préhistorique Française;
4403;2013;Plouhinec, Finistère. Menez-Dregan I. Des Prenéandertaliens aux Néandertaliens. Les premiers occupations paléolithiques. Rapport de la campagne de fouille 2013. Autorisée par l'arrêté 2013-006. Fouille programmée triennale (2/3);
4404;2015;Plouhinec, Finistère. Menez-Dregan 1. Des Prenéandertaliens aux Néandertaliens à l'extrême ouest de l'Europe. Rapport de fouille 2015. Fouille programmée autorisée par l'arrêté 2015-017;
4405;1995;Antiquity;
4406;1992;Bulletin de la Société Préhistorique Française;
4407;2014;Quaternary International;
4408;2012;Izvestiya Irkutskogo universiteta;
4409;2011;Quaternaire;
4410;2007;Quaternaire;
4411;1981;Rapport (1981) sur la fouille effectuée sur le gisement La Pointe de Saint-Colomban (Carnac, Morbihan);
4412;1982;Gallia Préhistoire;
4413;1982;Rapport (1982) sur la fouille effectuée sur le gisement La Pointe de Saint-Colomban (Carnac, Morbihan);
4414;2005;Plouhinec, Finistère. Rapport de fin d'opération triennale de la fouille du gisement paléolithique inférieur de Menez-Dregan I. 2003-2005;
4415;1998;Lower and Middle Palaeolithic, Vol. 2. The first humans and their cultural manifestations. Proceedings of the XIIIth UISPP Congress, Forli, Italy 8-14 September 1996;
4416;2004;Plouhinec, Finistère. Rapport intermédiaire sur la fouille du gisement paléolithique inférieur de Menez-Dregan I. Campagne 2004;
4417;2008;Plouhinec, Finistère. Rapport sur la campagne de fouille 2008 et rapport triennal 2006-2008 sur le gisement paléolithique inférieur de Menez-Dregan I. (Fouille programmée triennale);
4418;1979;Bulletin de la Société Préhistorique Française;
4419;1985;Gallia Préhistoire;
4420;2016;L'Anthropologie;
4421;2019;Comptes Rendus Palevol;
4422;2016;Quaternary International;
4423;2013;Bulletin de la Société Préhistorique Française;
4424;2022;Quaternary International;
4425;2012;Journal of Asian Earth Sciences;
4426;2012;Die chronologische Einordnung der paläolithischen Fundstellen von Schöningen;
4427;2018;300.000 Jahre Spitzentechnik. Der altsteinzeitliche Fundplatz Schöningen und die frühesten Speere der Menschheit;
4428;2015;Journal of Human Evolution;
4429;2006;Current Research in the Pleistocene;
4430;2011;Stratum plus;
4431;2012;Die chronologische Einordnung der paläolithischen Fundstellen von Schöningen;
4432;2000;Paleolit severnoi zony Zapadnogo Zabaikal'ya [Palaeolithic of the northern zone of the Western Trans-Baikal region];
4433;2011;Journal of Archaeological Science;
4434;2015;Journal of Human Evolution;
4435;2015;Journal of Human Evolution;
4436;2015;Journal of Human Evolution;
4437;1989;Journal of Archaeological Science;
4438;2012;Die chronologische Einordnung der paläolithischen Fundstellen von Schöningen;
4439;2015;Journal of Human Evolution;
4440;2015;Journal of Human Evolution;
4441;2012;Die chronologische Einordnung der paläolithischen Fundstellen von Schöningen;
4442;2018;300.000 Jahre Spitzentechnik. Der altsteinzeitliche Fundplatz Schöningen und die frühesten Speere der Menschheit;
4443;2015;Die Geologie der paläolithischen Fundstellen von Schöningen;
4444;2015;Journal of Human Evolution;
4445;1994;Kul'turnye traditsii narodov Sibiri i Ameriki: preemstvennost' i ekologiya (gorizonty kompleksnogo issledovaniya) [Cultural traditions of the Siberian and American people: Continuity and ecology];
4446;2012;Climate of the Past;
4447;1996;Journal of Archaeological Science;
4448;2020;Kebara Cave, Mt. Carmel, Israel: The Middle and Upper Paleolithic Archaeology. Part II;
4449;2005;Polish Geological Institute Special Papers;
4450;1965;American Journal of Physical Anthropology;
4451;2018;Journal of Archaeological Science: Reports;
4452;2019;Nature;
4453;1984;Acta Anthropologica Sinica;
4454;1982;Acta Anthropologica Sinica;
4455;1955;Proceedings of the Prehistoric Society;
4456;2012;Journal of Human Evolution;
4457;2007;Kebara Cave, Mt. Carmel, Israel: The Middle and Upper Paleolithic Archaeology. Part I;
4458;2003;Acta Anthropologica Sinica;
4459;2006;Molecular Phylogenetics and Evolution;
4460;2018;Rannii verkhnii paleolit Irkutskogo geoarkheologicheskogo raiona (vtoraya polovina karginskogo interstadiala - nachalo sartanskogo stadiala) [Early Upper Palaeolithic of Irkutsk geoarchaeological region (second half of the MIS 3 - beginning of the MIS 2)];
4461;2008;Eurasian Prehistory;
4462;2009;Bulletin of the Geological Society of China;
4463;1995;World of Antiquity;
4464;2005;Loessology;
4465;2009;Vestnik Novosibirskogo Universiteta, History and Philosophy series;
4466;2018;Theory and Practice of Archaeological Research;
4467;2015;Quaternary International;
4468;2017;Kaogu [Archaeology];
4469;2014;Dingcun Paleolithic Locality Complex - an Excavation Report of 1976-1980 [in Chinese];
4470;2019;Carsologica Sinica;
4471;2020;Science;
4472;1993;Acta Anthropologica Sinica;
4473;1991;The Late Pleistocene Environment of North China;
4474;1989;Acta Anthropologica Sinica;
4475;2019;Archaeological Research in Asia;
4476;2005;Paleoceanography and Paleoclimatology;
4477;2012;Scientific Drilling;
4478;2006;Journal of Paleolimnology;
4479;2020;Journal of Archaeological Science: Reports;
4480;2015;Climate of the Past;
4481;2005;Bulletins et Mémoires de la Société d'Anthropologie de Paris;
4482;2005;Acta Anthropologica Sinica;
4483;2012;Geomorfologiya;
4484;2018;Journal of Archaeological Science: Reports;
4485;2004;Chinese Science Bulletin;
4486;2021;Journal of Archaeological Science: Reports;
4487;2018;Comptes Rendus Palevol;
4488;2017;Genes;
4489;2021;Human Evolution Research Center;
4490;1962;Sovetskaya arkheologiya;
4491;2015;Stratum plus;
4492;1973;World Archaeology;
4493;1988;Paléorient;
4494;2009;Vestnik Moskovskogo Universiteta, Seriya Antropologiya;
4495;2003;Boreas;
4496;2005;Quaternaire;
4497;2013;PLOS ONE;
4498;1947;Antiquity;
4499;2001;Proceedings of the National Academy of Sciences of the United States of America;
4500;1997;Analysis report, Laboratoire de Luminescence, UQAM, 9;
4501;1999;Bulletin of Archaeology, Anthropology and Ethnography;
4502;2012;Journal of Asian Earth Sciences;
4503;1986;Paléorient;
4504;1991;Paleoliticheskie issledovaniya na yuge Srednei Sibiri [Palaeolithic research in the south of Central Siberia];
4505;1989;Antiquity;
4506;2013;Journal of Archaeological Science;
4507;2019;Pervobytnaya arkheologiya;
4508;2004;Science;
4509;2015;World Archaeology;
4510;2012;Antiquity;
4511;1989;Paléorient;
4512;1982;Der altsteinzeitliche Fundplatz Salzgitter-Lebenstedt. Teil 1: Archäologischer Teil;
4513;2010;Paléorient;
4514;2002;Seismology and Geology;
4515;1999;Ecology of Prehistoric and Modern Societies;
4516;1978;Gallia Préhistoire;
4517;2013;Proceedings of the National Academy of Sciences of the United States of America;
4518;2018;Molluscs in the Levantine Upper Palaeolithic: implications for modern human diets and subsistence behaviour;
4519;2018;Journées Archéologiques de Normandie. Rouen, 30 sept - 1 oct 2016;
4520;2012;PLOS ONE;
4521;2021;Bulletins et Mémoires de la Société d'Anthropologie de Paris;
4522;2021;Reading Prehistoric Human Tracks: Methods & Material;
4523;1975;L'Anthropologie;
4524;1998;Inventaire des sites paléolithiques du Finistère;
4525;2013;Le Paléolithique supérieur ancien de l'Europe de Nord-Ouest. Réflexions et synthèses à partir d'un projet collectif de recherche sur le centre et le sud du Bassin parisien. Actes du colloque de Sens (15-18 avril 2009);
4526;2013;Chinese Science Bulletin;
4527;2016;Journal of Archaeological Science: Reports;
4528;2019;Quaternary Geochronology;
4529;1989;Gallia Préhistoire;
4530;1991;Materials of Human Origin and Prehistoric Culture of Yunnan [in Chinese];
4531;2018;PLOS ONE;
4532;2020;Proceedings of the National Academy of Sciences of the United States of America;
4533;2006;Quaternaire;
4534;1978;Gallia Préhistoire;
4535;2014;The Social Origins of Language;
4536;2009;Journal of Human Evolution;
4537;2001;Espacio, Tiempo y Forma, Serie I, Prehistoria y Arqueología;
4538;1928;The Journal of the Anthropological Institute of Great Britain and Ireland;
4539;2019;Paleo;
4540;1959;Bulletin de la Société Préhistorique Française;
4541;2015;Paleo;
4542;1996;The Neanderthal legacy: An archaeological perspective from western Europe;
4543;2006;Late Pleistocene population interaction in Western europe and modern human origins: new insights based on the faunal remains from Saint-Césaire, southwestern France;
4544;2017;Journal of Human Evolution;
4545;1985;American Journal of Physical Anthropology;
4546;1999;Journal of Archaeological Science;
4547;2004;Neurosurgery;
4548;2021;Izvestiya laboratorii drevnikh tekhnologii [Reports of the laboratory of ancient technologies];
4549;2014;Verkhnii paleolit Severnoi Evrazii i Ameriki: pamyatniki, kul'tury, traditsii [The Upper Palaeolithic of the Northern Eurasia and America: Sites, cultures, traditions];
4550;1976;Bulletin de la Société Préhistorique Française;
4551;1983;Bulletin de la Société Préhistorique Française;
4552;1985;Bulletin de la Société Préhistorique Française;
4553;1999;Past Global Changes (PAGES);
4554;2002;Quaternary International;
4555;2009;Quaternary Science Reviews;
4556;2000;Quaternary International;
4557;2016;Paleo;
4558;2007;Proceedings of the National Academy of Sciences of the United States of America;
4559;1933;Bulletin de la Société Préhistorique Française;
4560;1937;Congrès Préhistorique de France. Compte Rendu de la Douzième Session - Toulouse-Foix 1936;
4561;2013;Vestnik Novosibirskogo Universiteta, History and Philosophy series;
4562;2013;Le Paléolithique supérieur ancien de l'Europe de Nord-Ouest. Réflexions et synthèses à partir d'un projet collectif de recherche sur le centre et le sud du Bassin parisien. Actes du colloque de Sens (15-18 avril 2009);
4563;2012;Roches et sociétés de la préhistoire entre massifs cristallins et bassins sédimentaires;
4564;2012;Paleo;
4565;2012;Multi-Disciplinary Study of Panxian Dadong, The Lower Paleolithic Site of Guizhou in South China;
4566;1996;Il Quaternario: Italian Journal of Quaternary Sciences;
4567;1999;Quaternary Science Reviews;
4568;2008;Quaternary Science Reviews;
4569;2010;Vestnik Novosibirskogo Universiteta, History and Philosophy series;
4570;2004;Journal of Archaeological Science;
4571;2019;PLOS ONE;
4572;1876;Bulletins et Mémoires de la Société d'Anthropologie de Paris;
4573;1980;Bilzingsleben I. Homo erectus - seine Kultur und seine Umwelt;
4574;1983;Bilzingsleben II. Homo erectus - seine Kultur und seine Umwelt;
4575;1986;Bilzingsleben III. Homo erectus - seine Kultur und seine Umwelt;
4576;1986;Bilzingsleben III. Homo erectus - seine Kultur und seine Umwelt;
4577;1997;Bilzingsleben V. Homo erectus - seine Kultur und seine Umwelt;
4578;1997;Bilzingsleben V. Homo erectus - seine Kultur und seine Umwelt;
4579;1983;Bilzingsleben II. Homo erectus - seine Kultur und seine Umwelt;
4580;1997;Bilzingsleben V. Homo erectus - seine Kultur und seine Umwelt;
4581;2002;Bilzingsleben VI. Der fossile Mensch von Bilzingsleben;
4582;1980;Bilzingsleben I. Homo erectus - seine Kultur und seine Umwelt;
4583;1986;Bilzingsleben III. Homo erectus - seine Kultur und seine Umwelt;
4584;1912;Bulletin de la Société Préhistorique Française;
4585;2015;Izvestiya Irkutskogo universiteta;
4586;1977;Drevneishie etapy zaseleniya chelovekov severo-vostochnoi Azii [Ancient human occupation stages of the north-eastern Asia];
4587;2005;Industrie osseuse et parures du Solutréen au Magdalénien en Europe. Table Ronde sur le Paléolithique supérieur récent. Angoulême (Charente) 8-30 Mars 2003;
4588;1999;Journal of Quaternary Science;
4589;1979;Paléorient;
4590;2002;Archeologia (Paris);
4591;2008;Haute-Normandie Archéologique;
4592;2013;Le Paléolithique supérieur ancien de l'Europe de Nord-Ouest. Réflexions et synthèses à partir d'un projet collectif de recherche sur le centre et le sud du Bassin parisien. Actes du colloque de Sens (15-18 avril 2009);
4593;2006;Antiquity;
4594;2003;Electron Spin Resonance (ESR) Dating of Mammalian Tooth Enamel at Panxian Dadong Cave, Guizhou, China;
4595;1997;Acta Anthropologica Sinica;
4596;1980;Bilzingsleben I. Homo erectus - seine Kultur und seine Umwelt;
4597;2021;Archaeological and Anthropological Sciences;
4598;2002;Radiocarbon;
4599;1988;Arkheologicheskie pamyatniki Severnogo Priangar'ya [Archaeological sites of the Northern Angara region];
4600;2011;Journal of Human Evolution;
4601;2002;Bilzingsleben VI. Der fossile Mensch von Bilzingsleben;
4602;2004;Asian Perspectives;
4603;1996;Quaternary Science Reviews;
4604;2000;Palaeogeography, Palaeoclimatology, Palaeoecology;
4605;1996;Quaternary Science Reviews;
4606;2004;Quaternary International;
4607;1993;Paleolimnology of European Maar Lakes;
4608;2009;Paleolit i mezolit Verkhnei Leny [Palaeolithic and Mesolithic of the Upper Lena];
4609;1995;The Palaeolithic and Mesolithic of the Rhineland;
4610;2020;Nature Ecology & Evolution;
4611;2007;Die Schöninger Speere. Menschen und Jagd vor 400 000 Jahren;
4612;2001;Journal of Human Evolution;
4613;1992;Quaternary Science Reviews;
4614;1980;Byulleten Komissii po Izucbeniu Chetvertichnogo Perioda;
4615;2020;Scientific dating of Pleistocene sites: guidelines for best practice;
4616;2020;Stratum plus;
4617;2014;Quaternary International;
4618;1988;Geowissenschaften;
4619;1995;Vor 55.000 Jahren. Ein Jagdplatz früher Menschen bei Lichtenberg, Ldkr. Lüchow-Dannenberg;
4620;1994;Germania;
4621;2020;PLOS ONE;
4622;2018;Nature;
4623;1993;Istoricheskii opyt osvoeniya vostochnykh raionov Rossii [Historical experience in the development of the eastern regions of Russia];
4624;1999;Paleolit Eniseya [The Palaeolithic of Enisey];
4625;2011;Palaeogeography, Palaeoclimatology, Palaeoecology;
4626;2011;Quaternary International;
4627;1940;Paleolit Kryma [The Palaeolithic of Crimea];
4628;2005;Global and Planetary Change;
4629;2006;Haute-Normandie Archéologique;
4630;2009;Quaternaire;
4631;2013;Journées Archéologiques de Haute-Normandie. Rouen, 11-13 mai 2012;
4632;2009;Quaternaire;
4633;2004;Nature;
4634;2016;Quaternary International;
4635;2007;Archaeology, Ethnology and Anthropology of Eurasia;
4636;2009;Jahresschrift für Mitteldeutsche Vorgeschichte;
4637;2011;Jahresschrift der Museen des Landkreises Börde;
4638;2012;Finden und Verstehen. Festschrift für Thomas Weber zum sechzigsten Geburtstag;
4639;2013;Quaternary International;
4640;2007;Journal of Paleolimnology;
4641;2019;Global and Planetary Change;
4642;2019;Journal of Paleolithic Archaeology;
4643;2016;Nature;
4644;2012;Quaternary Research;
